,model_name,image_1,image_2,cosine_similarity,numerosity_1,numerosity_2,area_diff,numerosity_comparison_type,layer
95,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.8815527,1.0,1.0,135.0,same,20
96,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.87256986,1.0,1.0,135.0,same,21
97,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.88575006,1.0,1.0,135.0,same,22
98,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.9166453,1.0,1.0,135.0,same,23
99,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.88868254,1.0,1.0,135.0,same,24
100,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,1.0,1.0,1.0,103.0,same,0
101,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9996971,1.0,1.0,103.0,same,1
102,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9995581,1.0,1.0,103.0,same,2
103,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9996245,1.0,1.0,103.0,same,3
104,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9996189,1.0,1.0,103.0,same,4
105,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9992769,1.0,1.0,103.0,same,5
106,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9989861,1.0,1.0,103.0,same,6
107,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9983518,1.0,1.0,103.0,same,7
108,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9978337,1.0,1.0,103.0,same,8
109,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9963646,1.0,1.0,103.0,same,9
110,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9949714,1.0,1.0,103.0,same,10
111,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9921261,1.0,1.0,103.0,same,11
112,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.98341316,1.0,1.0,103.0,same,12
113,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9774637,1.0,1.0,103.0,same,13
114,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9593073,1.0,1.0,103.0,same,14
115,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.95180273,1.0,1.0,103.0,same,15
116,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9031687,1.0,1.0,103.0,same,16
117,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9036659,1.0,1.0,103.0,same,17
118,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.893051,1.0,1.0,103.0,same,18
119,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.89400256,1.0,1.0,103.0,same,19
120,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9083477,1.0,1.0,103.0,same,20
121,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.90537786,1.0,1.0,103.0,same,21
122,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.9065636,1.0,1.0,103.0,same,22
123,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.93100107,1.0,1.0,103.0,same,23
124,clip-vit-large-patch14,stimulus_815.png,stimulus_1441.png,0.89935553,1.0,1.0,103.0,same,24
125,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,1.0,1.0,1.0,135.0,same,0
126,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9995469,1.0,1.0,135.0,same,1
127,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9993801,1.0,1.0,135.0,same,2
128,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9994137,1.0,1.0,135.0,same,3
129,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9994789,1.0,1.0,135.0,same,4
130,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9988295,1.0,1.0,135.0,same,5
131,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9982223,1.0,1.0,135.0,same,6
132,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9975842,1.0,1.0,135.0,same,7
133,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.99772143,1.0,1.0,135.0,same,8
134,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.99715537,1.0,1.0,135.0,same,9
135,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.99465936,1.0,1.0,135.0,same,10
136,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.99210685,1.0,1.0,135.0,same,11
137,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9797189,1.0,1.0,135.0,same,12
138,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.97751623,1.0,1.0,135.0,same,13
139,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9685124,1.0,1.0,135.0,same,14
140,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9591327,1.0,1.0,135.0,same,15
141,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9292455,1.0,1.0,135.0,same,16
142,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.9375592,1.0,1.0,135.0,same,17
143,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.93151104,1.0,1.0,135.0,same,18
144,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.92905927,1.0,1.0,135.0,same,19
145,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.936692,1.0,1.0,135.0,same,20
146,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.933901,1.0,1.0,135.0,same,21
147,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.93109846,1.0,1.0,135.0,same,22
148,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.94681823,1.0,1.0,135.0,same,23
149,clip-vit-large-patch14,stimulus_708.png,stimulus_1556.png,0.93472373,1.0,1.0,135.0,same,24
150,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,1.0,1.0,1.0,31.0,same,0
151,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9999366,1.0,1.0,31.0,same,1
152,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99977916,1.0,1.0,31.0,same,2
153,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9997771,1.0,1.0,31.0,same,3
154,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99978924,1.0,1.0,31.0,same,4
155,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9996744,1.0,1.0,31.0,same,5
156,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9993105,1.0,1.0,31.0,same,6
157,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99898136,1.0,1.0,31.0,same,7
158,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9988586,1.0,1.0,31.0,same,8
159,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9986651,1.0,1.0,31.0,same,9
160,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99827737,1.0,1.0,31.0,same,10
161,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9978235,1.0,1.0,31.0,same,11
162,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99582094,1.0,1.0,31.0,same,12
163,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99442804,1.0,1.0,31.0,same,13
164,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99422264,1.0,1.0,31.0,same,14
165,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99452406,1.0,1.0,31.0,same,15
166,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99342763,1.0,1.0,31.0,same,16
167,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99426156,1.0,1.0,31.0,same,17
168,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99402565,1.0,1.0,31.0,same,18
169,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99391574,1.0,1.0,31.0,same,19
170,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99433804,1.0,1.0,31.0,same,20
171,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9938664,1.0,1.0,31.0,same,21
172,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.99414504,1.0,1.0,31.0,same,22
173,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9958439,1.0,1.0,31.0,same,23
174,clip-vit-large-patch14,stimulus_1270.png,stimulus_1497.png,0.9945015,1.0,1.0,31.0,same,24
175,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,1.0,1.0,1.0,6.0,same,0
176,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.99998766,1.0,1.0,6.0,same,1
177,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9997731,1.0,1.0,6.0,same,2
178,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9997856,1.0,1.0,6.0,same,3
179,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9997724,1.0,1.0,6.0,same,4
180,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9995818,1.0,1.0,6.0,same,5
181,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.999039,1.0,1.0,6.0,same,6
182,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9984262,1.0,1.0,6.0,same,7
183,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9978958,1.0,1.0,6.0,same,8
184,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.99725026,1.0,1.0,6.0,same,9
185,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.99535584,1.0,1.0,6.0,same,10
186,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.99338186,1.0,1.0,6.0,same,11
187,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9844212,1.0,1.0,6.0,same,12
188,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.97745144,1.0,1.0,6.0,same,13
189,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.96574104,1.0,1.0,6.0,same,14
190,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.96031743,1.0,1.0,6.0,same,15
191,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.95189357,1.0,1.0,6.0,same,16
192,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.948554,1.0,1.0,6.0,same,17
193,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9476041,1.0,1.0,6.0,same,18
194,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9420257,1.0,1.0,6.0,same,19
195,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9389863,1.0,1.0,6.0,same,20
196,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.9394805,1.0,1.0,6.0,same,21
197,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.92767763,1.0,1.0,6.0,same,22
198,clip-vit-large-patch14,stimulus_51.png,stimulus_171.png,0.94324744,1.0,1.0,6.0,same,23
